Product_ID,Product_Category,Product_Price,Discount_Applied,Return_Status,Return_Probability,Risk_Score
PROD00008558,Electronics,282.65,10.1,1,0.5532725140559817,55.33
PROD00004692,Home,332.53,45.39,1,0.5530843030073939,55.31
PROD00000353,Home,448.77,43.67,1,0.5530075753235818,55.3
PROD00005711,Clothing,147.78,14.54,1,0.552897405399942,55.29
PROD00000741,Home,74.26,19.77,1,0.5528860939738058,55.29
PROD00005791,Toys,334.04,25.44,0,0.5528340499734077,55.28
PROD00002876,Books,49.67,47.92,1,0.5527396649235472,55.27
PROD00003408,Toys,435.42,0.13,1,0.552727165465698,55.27
PROD00007185,Clothing,434.75,48.45,1,0.5525030621816204,55.25
PROD00002427,Toys,62.28,7.88,0,0.5524831817991203,55.25
PROD00006753,Home,8.53,43.95,0,0.5523908964209524,55.24
PROD00004513,Electronics,251.09,41.98,1,0.5523546015939875,55.24
PROD00003021,Clothing,153.62,9.89,0,0.552431011400056,55.24
PROD00000519,Toys,10.27,4.42,1,0.5521659474352208,55.22
PROD00005583,Home,303.91,38.5,1,0.5520437446200522,55.2
PROD00002808,Electronics,353.79,12.92,1,0.5518406638413424,55.18
PROD00008643,Books,328.58,26.75,0,0.5518136361079684,55.18
PROD00009589,Home,32.09,40.02,1,0.5516249105089456,55.16
PROD00003156,Books,282.74,49.66,1,0.5514527248683365,55.15
PROD00001436,Home,460.98,39.1,1,0.5513452181129596,55.13
PROD00001880,Clothing,119.94,37.03,1,0.5513388109669896,55.13
PROD00008866,Toys,132.53,23.23,1,0.5510539549945697,55.11
PROD00004338,Electronics,91.4,5.36,0,0.5510366190702166,55.1
PROD00000371,Books,302.12,41.16,0,0.5508868088698307,55.09
PROD00009882,Electronics,229.64,4.54,1,0.5507735329007043,55.08
PROD00005211,Clothing,62.81,23.81,0,0.5507428105697432,55.07
PROD00006727,Electronics,54.39,44.9,1,0.550644619523341,55.06
PROD00006645,Home,34.53,10.73,1,0.5505101400490837,55.05
PROD00008353,Home,200.48,33.01,0,0.5502560408734488,55.03
PROD00000793,Electronics,421.45,18.86,0,0.5501935774873833,55.02
PROD00005832,Toys,461.24,36.3,0,0.5500681588182986,55.01
PROD00001260,Electronics,476.39,37.74,0,0.549987234037396,55.0
PROD00008953,Electronics,70.64,18.44,0,0.5499526611515623,55.0
PROD00009005,Books,479.16,47.15,0,0.5496313684107648,54.96
PROD00008624,Electronics,446.98,45.55,1,0.5493681519422249,54.94
PROD00001767,Electronics,442.06,4.42,1,0.5490845528535228,54.91
PROD00005015,Toys,6.54,14.67,0,0.5488570021022843,54.89
PROD00001801,Toys,453.15,13.87,1,0.5487511376121985,54.88
PROD00002945,Home,96.72,46.91,1,0.5486751093928446,54.87
PROD00002759,Clothing,183.18,45.71,0,0.5487208950031212,54.87
PROD00001967,Electronics,304.48,38.98,1,0.5486616660869094,54.87
PROD00002547,Electronics,197.23,37.12,1,0.5487300918653438,54.87
PROD00005489,Home,455.77,38.42,1,0.5485611902382643,54.86
PROD00004944,Clothing,294.35,23.31,1,0.5483992883131548,54.84
PROD00000020,Clothing,6.14,47.47,0,0.548243624146755,54.82
PROD00009239,Home,210.8,36.73,0,0.548055762143955,54.81
PROD00001439,Clothing,62.42,44.83,0,0.547726862423186,54.77
PROD00000770,Toys,497.87,13.72,0,0.5476082332640058,54.76
PROD00001667,Electronics,130.72,40.79,1,0.5475144608509981,54.75
PROD00002277,Clothing,275.97,10.06,0,0.5473990004833079,54.74
PROD00008449,Clothing,476.07,42.37,1,0.5473563072922918,54.74
PROD00005961,Home,483.85,22.4,1,0.5474125596178545,54.74
PROD00006991,Books,346.59,9.94,0,0.5472169728664236,54.72
PROD00004867,Toys,354.91,16.42,0,0.5469539540145488,54.7
PROD00004286,Home,251.59,48.62,0,0.5470485338701573,54.7
PROD00002364,Electronics,173.31,38.66,0,0.5469647567568878,54.7
PROD00008490,Electronics,421.64,6.76,1,0.5469493806408078,54.69
PROD00006675,Clothing,207.89,6.45,1,0.5469347301577144,54.69
PROD00009660,Clothing,120.36,5.14,1,0.5467626081677629,54.68
PROD00004851,Books,482.35,35.65,0,0.5466333189094831,54.66
PROD00001670,Books,130.81,15.86,0,0.5464616181843709,54.65
PROD00000459,Toys,68.62,35.07,1,0.5465430210480798,54.65
PROD00003287,Clothing,352.07,41.93,0,0.5465417613600592,54.65
PROD00001698,Books,211.88,39.36,1,0.5464185335544977,54.64
PROD00006072,Clothing,21.43,3.19,0,0.5462804995052493,54.63
PROD00004157,Electronics,466.91,39.28,0,0.5460712221763939,54.61
PROD00006099,Books,319.63,27.95,0,0.5459752241937668,54.6
PROD00001899,Toys,155.02,47.45,1,0.5457473983457816,54.57
PROD00005328,Toys,203.54,30.51,1,0.5455566076627762,54.56
PROD00000021,Books,85.69,24.58,1,0.5454474645987615,54.54
PROD00002537,Clothing,429.59,31.03,1,0.5451548369906888,54.52
PROD00001980,Clothing,205.16,36.69,1,0.5449730696846301,54.5
PROD00005710,Books,450.42,49.02,1,0.544942656218266,54.49
PROD00007033,Clothing,387.67,34.55,1,0.5448333088905453,54.48
PROD00006400,Clothing,11.14,46.77,0,0.5447411507185694,54.47
PROD00002736,Books,325.93,40.26,1,0.5444780066215698,54.45
PROD00005726,Toys,104.05,12.09,1,0.544437220186477,54.44
PROD00005490,Home,19.1,39.2,1,0.5443178793902028,54.43
PROD00001865,Electronics,307.88,28.97,1,0.5441392822632869,54.41
PROD00007171,Clothing,265.98,38.85,1,0.5440210064795636,54.4
PROD00009529,Electronics,78.55,23.92,1,0.5440143265772107,54.4
PROD00005421,Books,312.14,22.7,1,0.5439799279460796,54.4
PROD00002713,Clothing,180.93,4.21,0,0.543917386893316,54.39
PROD00007199,Toys,211.13,2.03,0,0.543807595824173,54.38
PROD00006146,Books,42.22,49.25,1,0.5438158904722135,54.38
PROD00004264,Clothing,91.89,3.4,1,0.5437372180223174,54.37
PROD00009839,Electronics,458.25,32.71,1,0.5436596888563875,54.37
PROD00007736,Electronics,160.25,23.6,1,0.543607745934412,54.36
PROD00001954,Electronics,476.4,17.86,0,0.5435953149920358,54.36
PROD00001424,Clothing,428.2,23.91,0,0.5436240573610523,54.36
PROD00007070,Toys,207.52,4.82,1,0.5435122117055744,54.35
PROD00005745,Electronics,274.17,19.32,1,0.5434333173950407,54.34
PROD00001672,Books,160.26,40.85,1,0.5433743663136955,54.34
PROD00005647,Clothing,42.3,11.89,0,0.542978294913273,54.3
PROD00005022,Electronics,139.52,48.36,0,0.54301303855465,54.3
PROD00008271,Clothing,343.59,35.2,1,0.5430120384529886,54.3
PROD00000598,Toys,137.63,36.05,0,0.5428503171593622,54.29
PROD00009092,Books,55.73,43.24,1,0.5428389484029595,54.28
PROD00000596,Books,13.85,40.61,1,0.5426907357797972,54.27
PROD00005680,Books,329.38,12.28,0,0.5423963792552429,54.24
PROD00001013,Electronics,332.82,24.84,0,0.5421586844334824,54.22
PROD00000155,Books,332.49,34.21,1,0.5421408479443616,54.21
PROD00003620,Home,154.9,46.08,1,0.5419965215928213,54.2
PROD00003945,Books,204.43,44.65,1,0.5420042787291643,54.2
PROD00005607,Books,374.26,25.64,0,0.5418817930213153,54.19
PROD00004723,Electronics,151.37,33.75,0,0.5419182411863669,54.19
PROD00002172,Clothing,110.29,22.13,0,0.5418038892083912,54.18
PROD00005931,Clothing,411.06,41.02,1,0.5416132377280526,54.16
PROD00003113,Electronics,315.53,13.34,1,0.5413845778472386,54.14
PROD00000808,Books,438.07,35.34,1,0.5413534750913813,54.14
PROD00003064,Clothing,245.25,20.72,1,0.5412180354315747,54.12
PROD00002024,Clothing,498.14,23.13,0,0.5411405616665559,54.11
PROD00003391,Electronics,191.48,8.39,0,0.5408737404702618,54.09
PROD00007616,Clothing,147.9,10.15,1,0.5409128800767014,54.09
PROD00005514,Books,231.31,39.33,1,0.5408876479842473,54.09
PROD00004025,Clothing,28.28,7.07,0,0.540820912514146,54.08
PROD00003784,Toys,381.05,19.55,1,0.5406211385721066,54.06
PROD00001846,Toys,220.22,24.78,0,0.5405016337469574,54.05
PROD00000957,Home,63.59,47.26,0,0.5404922193023723,54.05
PROD00003621,Clothing,361.9,37.3,1,0.5404105194134612,54.04
PROD00004340,Books,360.39,24.66,1,0.5402609734546643,54.03
PROD00000441,Clothing,8.26,24.03,0,0.5403013370842755,54.03
PROD00007441,Toys,328.2,40.49,0,0.5401799796947808,54.02
PROD00000239,Clothing,150.56,4.04,0,0.5401128983462239,54.01
PROD00002187,Toys,275.51,30.42,1,0.5399802631562549,54.0
PROD00006470,Clothing,437.34,30.71,0,0.5398520615131163,53.99
PROD00003650,Books,83.42,16.25,0,0.5396495279868668,53.96
PROD00009903,Clothing,212.58,24.61,0,0.5396498165821243,53.96
PROD00006467,Clothing,40.52,31.58,1,0.5395445438718578,53.95
PROD00000568,Books,335.54,41.45,1,0.5395071709771697,53.95
PROD00005382,Toys,374.44,8.5,0,0.5395113978216318,53.95
PROD00005181,Clothing,316.84,13.19,0,0.53923446532558,53.92
PROD00007460,Electronics,414.41,14.16,0,0.5388693959433957,53.89
PROD00000774,Electronics,5.45,13.69,0,0.5389147505278657,53.89
PROD00009681,Clothing,93.72,38.56,0,0.5388960057407984,53.89
PROD00008017,Books,252.76,14.13,1,0.5387965712762163,53.88
PROD00001783,Electronics,237.61,6.12,1,0.538541375597609,53.85
PROD00001919,Electronics,77.17,42.14,1,0.5384440571727921,53.84
PROD00006184,Home,369.63,41.28,1,0.5383231067954282,53.83
PROD00001227,Clothing,442.2,10.01,0,0.5382415934564215,53.82
PROD00007944,Clothing,19.36,16.07,0,0.538165767500207,53.82
PROD00008949,Home,68.96,36.4,1,0.5380068355676191,53.8
PROD00008045,Clothing,321.81,28.3,1,0.5380439487507755,53.8
PROD00002494,Books,277.3,14.98,1,0.5379245793677819,53.79
PROD00007649,Electronics,467.38,12.23,0,0.5379199421836915,53.79
PROD00006843,Toys,465.61,5.36,1,0.5377598420750116,53.78
PROD00009396,Home,447.96,36.51,0,0.5376725548300514,53.77
PROD00007186,Clothing,394.76,25.5,1,0.5376555700027535,53.77
PROD00003360,Electronics,107.52,36.34,1,0.5375233246513621,53.75
PROD00006638,Home,298.09,19.75,1,0.5372084436835605,53.72
PROD00003071,Books,23.79,49.21,0,0.5372194040441122,53.72
PROD00002054,Electronics,148.79,48.39,0,0.5372416374915878,53.72
PROD00008576,Clothing,360.47,28.48,0,0.5370340384180566,53.7
PROD00000299,Toys,138.11,18.15,0,0.5368929385621535,53.69
PROD00002784,Books,100.99,29.13,1,0.5368689421766389,53.69
PROD00000755,Books,239.86,27.06,1,0.5367266150597011,53.67
PROD00003296,Toys,474.36,41.3,0,0.5367000657448072,53.67
PROD00009232,Electronics,487.1,31.26,1,0.5367057784018784,53.67
PROD00009280,Home,54.26,3.08,1,0.5367477272790312,53.67
PROD00003231,Clothing,284.99,43.25,0,0.5365326295644169,53.65
PROD00003774,Toys,36.38,34.97,1,0.5364685791396705,53.65
PROD00003101,Electronics,412.51,4.43,0,0.5363172618425056,53.63
PROD00002516,Electronics,140.74,46.15,0,0.5361991143570147,53.62
PROD00002329,Electronics,341.22,10.72,0,0.5361069637371858,53.61
PROD00008549,Electronics,52.48,37.01,1,0.5361214711321463,53.61
PROD00000184,Toys,191.81,7.94,1,0.5360045216810082,53.6
PROD00002594,Home,189.04,8.36,0,0.5358806999645384,53.59
PROD00004647,Electronics,61.24,32.54,0,0.5359382909335221,53.59
PROD00001920,Clothing,187.85,4.22,0,0.5358367303474801,53.58
PROD00000245,Electronics,478.53,32.12,0,0.5356666111209966,53.57
PROD00002323,Toys,199.72,33.29,0,0.5356946162941779,53.57
PROD00004732,Electronics,402.69,12.34,0,0.5355714997680936,53.56
PROD00002176,Clothing,363.23,40.12,0,0.5355031674886829,53.55
PROD00005286,Electronics,161.65,11.4,0,0.535397920318228,53.54
PROD00004118,Books,30.02,42.95,0,0.5353949559397074,53.54
PROD00001743,Toys,465.36,11.18,1,0.5353000815548832,53.53
PROD00007909,Home,255.17,28.01,0,0.5351953539592627,53.52
PROD00002159,Electronics,492.41,40.24,1,0.5350855115464186,53.51
PROD00002656,Toys,72.24,8.3,0,0.5349928436271865,53.5
PROD00004344,Home,384.9,46.09,1,0.534957704915783,53.5
PROD00002739,Books,357.48,48.72,0,0.5347648143851345,53.48
PROD00008489,Home,432.74,41.57,1,0.5346759145861206,53.47
PROD00004244,Electronics,252.4,0.93,0,0.5347152695497693,53.47
PROD00002621,Toys,440.73,38.17,0,0.5346606972472222,53.47
PROD00005617,Electronics,5.64,43.11,1,0.5345619128114291,53.46
PROD00004958,Books,157.64,26.5,1,0.5344647152944872,53.45
PROD00009456,Home,478.15,38.14,1,0.5343825304144876,53.44
PROD00009493,Clothing,92.05,24.36,1,0.534433198306732,53.44
PROD00000676,Clothing,282.92,39.06,0,0.5343577748910252,53.44
PROD00007586,Clothing,420.97,28.07,0,0.5341728954541902,53.42
PROD00008491,Books,344.33,13.04,1,0.5342016997133427,53.42
PROD00005738,Clothing,280.32,4.93,1,0.5341768961178956,53.42
PROD00007866,Clothing,240.85,28.8,1,0.5339989316649718,53.4
PROD00000684,Clothing,440.06,1.13,1,0.5338383674121266,53.38
PROD00009715,Clothing,113.53,15.94,1,0.5336546190442567,53.37
PROD00003384,Home,199.85,15.4,0,0.5335501471768943,53.36
PROD00007652,Books,244.82,27.78,1,0.5333748254304772,53.34
PROD00005817,Clothing,54.8,21.07,1,0.533364849610739,53.34
PROD00004501,Books,105.18,49.02,1,0.5332552643007867,53.33
PROD00000307,Books,423.45,37.12,1,0.5330024603338572,53.3
PROD00002452,Electronics,249.92,9.42,0,0.5327888992488515,53.28
PROD00009553,Books,236.93,20.19,0,0.5327321864013369,53.27
PROD00000290,Home,431.36,40.2,0,0.5327221899896009,53.27
PROD00006527,Toys,221.42,49.91,0,0.5325553167309773,53.26
PROD00000579,Books,309.62,34.73,1,0.5325656119632178,53.26
PROD00003676,Clothing,418.46,36.58,0,0.5325261616646472,53.25
PROD00009151,Electronics,307.94,47.94,0,0.5324436034444439,53.24
PROD00000095,Books,490.55,17.9,0,0.5321542468508692,53.22
PROD00003268,Clothing,405.0,25.68,1,0.532136506309012,53.21
PROD00002691,Clothing,166.34,36.72,1,0.5320427239802574,53.2
PROD00002191,Electronics,305.87,43.43,1,0.5319944391124067,53.2
PROD00007992,Electronics,33.85,34.13,0,0.5319358872671001,53.19
PROD00009058,Electronics,428.7,20.8,0,0.5317252334959635,53.17
PROD00008436,Clothing,225.92,0.94,1,0.5317443240413823,53.17
PROD00009893,Home,198.62,19.63,0,0.531618586871117,53.16
PROD00003243,Electronics,80.59,22.89,1,0.5313918340577765,53.14
PROD00005164,Electronics,196.8,42.86,1,0.5313463950547789,53.13
PROD00003202,Clothing,111.71,0.46,1,0.5312532019931583,53.13
PROD00003393,Clothing,221.52,47.38,1,0.5312066891896428,53.12
PROD00004758,Clothing,216.53,46.85,1,0.5312209352175237,53.12
PROD00005932,Home,102.3,14.57,1,0.5310670266275953,53.11
PROD00007266,Toys,473.82,17.2,1,0.531131027251044,53.11
PROD00007518,Electronics,101.15,21.51,0,0.5310353840832172,53.1
PROD00001429,Home,44.52,20.1,0,0.5308922763680106,53.09
PROD00006560,Books,365.78,7.16,0,0.5307807837305796,53.08
PROD00000260,Home,395.28,6.27,1,0.5306525300934596,53.07
PROD00005997,Home,175.87,14.97,1,0.5304788687081899,53.05
PROD00002726,Home,249.08,42.08,0,0.5305230789914429,53.05
PROD00003938,Home,259.39,47.57,1,0.5304955285188901,53.05
PROD00008406,Electronics,247.43,30.86,1,0.5305270669996922,53.05
PROD00008102,Clothing,296.84,5.78,0,0.5303879086522891,53.04
PROD00007760,Home,228.33,26.34,0,0.5304451985944795,53.04
PROD00009807,Electronics,128.68,0.29,1,0.5302647379691995,53.03
PROD00004889,Books,76.28,12.43,0,0.5301810138688527,53.02
PROD00000490,Clothing,198.29,43.85,1,0.5301885793299319,53.02
PROD00007597,Home,180.94,44.05,0,0.5299696575392439,53.0
PROD00004149,Home,321.7,21.54,0,0.5299040785039206,52.99
PROD00006654,Home,209.03,42.67,0,0.5298523104240139,52.99
PROD00007747,Electronics,461.11,14.99,1,0.5299408695391492,52.99
PROD00004169,Electronics,163.92,45.05,0,0.5299169331629331,52.99
PROD00005638,Home,191.13,42.56,0,0.5299122767891483,52.99
PROD00008980,Toys,242.18,33.41,1,0.5297393825477136,52.97
PROD00000273,Books,337.22,6.54,0,0.5295570917533007,52.96
PROD00007508,Clothing,128.0,2.8,0,0.5294920295591158,52.95
PROD00006860,Toys,385.13,44.97,0,0.5294393864957294,52.94
PROD00009127,Books,114.86,13.82,1,0.529388278516066,52.94
PROD00008673,Electronics,273.5,48.65,1,0.5292602458620734,52.93
PROD00008506,Electronics,463.59,20.97,1,0.529177286078645,52.92
PROD00001199,Clothing,113.7,19.4,1,0.5292036921888014,52.92
PROD00006717,Books,302.65,31.78,0,0.5292115889754371,52.92
PROD00004401,Books,35.98,6.16,0,0.5292171181783192,52.92
PROD00006074,Clothing,183.07,20.0,0,0.5289586183816932,52.9
PROD00007016,Electronics,187.74,25.63,0,0.5289413315294412,52.89
PROD00002939,Clothing,34.48,20.67,0,0.5289146592637985,52.89
PROD00000718,Home,433.4,6.52,0,0.5288782648419051,52.89
PROD00002539,Electronics,5.14,30.13,0,0.528904053378911,52.89
PROD00002097,Home,5.27,22.11,1,0.5287725194069314,52.88
PROD00006888,Books,444.38,2.58,0,0.5286075955854348,52.86
PROD00002509,Books,100.81,35.16,1,0.5283834401562157,52.84
PROD00007555,Electronics,406.91,44.28,1,0.5283976417951023,52.84
PROD00005956,Clothing,454.89,34.72,1,0.5283882307796702,52.84
PROD00004710,Home,150.03,18.1,0,0.5284089764411734,52.84
PROD00003967,Home,94.34,38.35,0,0.5283368059337947,52.83
PROD00008683,Electronics,34.46,19.05,0,0.5282243237463288,52.82
PROD00006834,Electronics,257.68,26.67,1,0.5282160506114899,52.82
PROD00004443,Books,119.85,3.66,0,0.5281170793305581,52.81
PROD00009739,Books,31.16,38.87,1,0.5281216448961936,52.81
PROD00002790,Toys,132.42,16.86,0,0.5281019678308896,52.81
PROD00003928,Electronics,257.56,25.84,1,0.5280145727291745,52.8
PROD00005416,Toys,187.91,47.1,0,0.5279543946399926,52.8
PROD00000506,Clothing,309.07,49.01,0,0.5279825066327603,52.8
PROD00006921,Books,347.97,22.44,0,0.5279083611259149,52.79
PROD00007641,Electronics,19.58,42.04,0,0.5279488978842392,52.79
PROD00003984,Electronics,498.65,34.77,0,0.527870200828488,52.79
PROD00006388,Electronics,420.45,39.01,1,0.5277014522180202,52.77
PROD00005911,Home,5.33,22.39,1,0.5276694564314734,52.77
PROD00001548,Electronics,348.15,47.01,0,0.5276174566348321,52.76
PROD00004284,Electronics,491.2,13.01,1,0.5274700490285974,52.75
PROD00007787,Clothing,163.68,45.96,0,0.527408824817566,52.74
PROD00000304,Clothing,456.02,28.93,1,0.5273731355973552,52.74
PROD00008654,Electronics,215.79,13.02,0,0.5272768878416884,52.73
PROD00005893,Clothing,128.4,12.28,0,0.5271715017607367,52.72
PROD00005971,Toys,76.14,9.28,1,0.5270288598759276,52.7
PROD00003356,Electronics,143.95,18.5,0,0.5269002330215543,52.69
PROD00001168,Home,146.53,43.75,1,0.5268798465727822,52.69
PROD00003180,Toys,432.97,32.03,1,0.5266585558921408,52.67
PROD00001588,Clothing,170.97,41.18,1,0.5267381096882077,52.67
PROD00002411,Clothing,374.65,17.22,1,0.5264590433603377,52.65
PROD00003289,Books,107.52,3.81,1,0.526526331101941,52.65
PROD00007690,Clothing,185.16,27.13,1,0.5263159187201463,52.63
PROD00005905,Toys,16.13,37.2,1,0.5262020878302234,52.62
PROD00002267,Home,222.34,29.44,1,0.5261696431424622,52.62
PROD00002204,Books,156.04,46.16,0,0.5262422442499215,52.62
PROD00002125,Electronics,452.05,0.21,1,0.5260887397279885,52.61
PROD00007945,Clothing,140.69,33.45,1,0.5259908178110556,52.6
PROD00008145,Home,65.22,14.02,0,0.5258599692150107,52.59
PROD00004046,Electronics,329.05,16.02,0,0.5258725435899513,52.59
PROD00000723,Clothing,78.14,7.9,1,0.5258038468186079,52.58
PROD00004213,Electronics,359.59,36.57,1,0.5258012372346718,52.58
PROD00006468,Books,153.65,14.31,1,0.5257551900388746,52.58
PROD00008592,Electronics,277.7,31.19,1,0.5257990663829902,52.58
PROD00009249,Clothing,412.13,40.34,0,0.5256576935813191,52.57
PROD00003267,Books,193.67,2.84,1,0.5256183278438621,52.56
PROD00003526,Books,134.5,43.94,0,0.5254766063858894,52.55
PROD00008425,Books,102.76,26.76,0,0.5255381919466579,52.55
PROD00002145,Clothing,61.18,29.17,1,0.525383636129531,52.54
PROD00009691,Clothing,208.98,18.97,0,0.5254270479289426,52.54
PROD00001664,Books,223.93,25.55,1,0.5248268515977073,52.48
PROD00007937,Clothing,267.21,18.83,1,0.5248392393925562,52.48
PROD00008018,Home,443.76,20.51,0,0.5247239568755943,52.47
PROD00002174,Home,50.09,46.48,0,0.5246398953856356,52.46
PROD00007456,Home,36.74,46.74,0,0.5245494566371349,52.45
PROD00007154,Clothing,450.62,34.48,1,0.5244464137800121,52.44
PROD00006730,Toys,288.5,23.24,0,0.52428567378347,52.43
PROD00005084,Electronics,237.61,11.36,1,0.5242195290406698,52.42
PROD00004403,Books,425.29,44.07,0,0.5241179072109476,52.41
PROD00006999,Electronics,415.32,25.34,1,0.5240067455022627,52.4
PROD00009609,Electronics,299.3,8.09,0,0.5239336384104245,52.39
PROD00006324,Toys,191.93,45.19,0,0.5239423694114032,52.39
PROD00001903,Toys,165.4,34.95,0,0.5238333669033167,52.38
PROD00007907,Home,115.42,38.58,1,0.5237572249341318,52.38
PROD00004848,Toys,6.64,40.77,1,0.5238263078412477,52.38
PROD00001116,Clothing,466.85,44.11,1,0.5238154782085709,52.38
PROD00002973,Books,199.03,39.74,0,0.5236863834223612,52.37
PROD00005673,Electronics,156.38,11.33,0,0.5235948539086971,52.36
PROD00006386,Toys,193.53,21.03,1,0.5234782630187068,52.35
PROD00003900,Toys,407.76,30.22,1,0.5234486479695891,52.34
PROD00007153,Electronics,21.61,39.95,0,0.5234451491973522,52.34
PROD00005659,Electronics,18.1,15.61,0,0.5232843021803016,52.33
PROD00003713,Electronics,247.22,34.09,1,0.5231758683674536,52.32
PROD00004977,Clothing,332.38,49.2,1,0.5231076121746744,52.31
PROD00008959,Home,481.69,32.81,1,0.523014932366654,52.3
PROD00006765,Clothing,432.15,34.74,0,0.5229565319523859,52.3
PROD00006624,Toys,273.25,36.62,1,0.5230341197063031,52.3
PROD00002698,Electronics,152.48,23.1,1,0.5227034003342651,52.27
PROD00005552,Toys,351.61,15.83,0,0.5226340467148063,52.26
PROD00008288,Electronics,365.19,32.05,0,0.5225542701625754,52.26
PROD00004667,Electronics,153.43,11.09,1,0.5224867505819578,52.25
PROD00007556,Toys,388.14,40.69,0,0.5224688396248311,52.25
PROD00000632,Home,26.78,0.59,1,0.5223538122614868,52.24
PROD00000070,Toys,87.17,32.02,1,0.5223387456207773,52.23
PROD00004020,Books,58.98,42.37,0,0.5223216324118437,52.23
PROD00009508,Clothing,352.69,40.84,1,0.5222883124057632,52.23
PROD00001238,Books,264.01,37.82,1,0.5223394684040659,52.23
PROD00005767,Clothing,241.59,9.88,0,0.521962563718446,52.2
PROD00008588,Home,261.13,47.75,0,0.5218529609746358,52.19
PROD00003638,Electronics,383.39,37.33,0,0.521850185322678,52.19
PROD00001790,Clothing,497.62,39.19,0,0.5216642768872292,52.17
PROD00002350,Home,239.43,20.62,1,0.5214787141081126,52.15
PROD00004538,Books,139.49,9.14,0,0.5214516163517369,52.15
PROD00001278,Toys,325.63,14.99,0,0.5214611737920529,52.15
PROD00007273,Clothing,157.02,8.94,0,0.5213615137460318,52.14
PROD00005012,Electronics,454.27,31.47,0,0.5213971662600951,52.14
PROD00001953,Clothing,207.1,32.31,1,0.5213112079109284,52.13
PROD00004201,Home,240.14,5.22,1,0.5212048342595873,52.12
PROD00005231,Clothing,116.68,29.41,0,0.5209927011076371,52.1
PROD00007011,Clothing,172.01,16.78,0,0.5208859005680591,52.09
PROD00000832,Electronics,109.27,2.0,0,0.5208992941540932,52.09
PROD00006662,Electronics,456.66,44.27,0,0.5207685332361526,52.08
PROD00002423,Home,350.16,30.47,0,0.5207164924933002,52.07
PROD00002349,Clothing,436.57,30.24,1,0.5207339801685088,52.07
PROD00005785,Toys,439.87,38.23,0,0.5206931464103447,52.07
PROD00009781,Clothing,355.64,42.68,0,0.5205837265686447,52.06
PROD00003755,Toys,23.74,32.35,1,0.5204690261304493,52.05
PROD00004714,Clothing,281.44,25.02,1,0.5205479573342471,52.05
PROD00007428,Toys,316.78,10.01,0,0.5204638936104411,52.05
PROD00009991,Clothing,45.61,45.44,0,0.5204453897314757,52.04
PROD00006718,Clothing,461.41,1.64,0,0.5202659071354988,52.03
PROD00006108,Toys,407.8,39.14,0,0.5202151730951368,52.02
PROD00007140,Clothing,361.22,5.76,1,0.5200865661750926,52.01
PROD00002432,Home,195.6,34.84,1,0.5199582674698996,52.0
PROD00006737,Toys,384.71,43.78,1,0.5200455336209042,52.0
PROD00003523,Home,91.36,8.07,0,0.5199168995711355,51.99
PROD00006549,Toys,390.0,31.83,0,0.5199373354658824,51.99
PROD00008066,Electronics,70.89,20.39,0,0.5198434906431257,51.98
PROD00007626,Clothing,495.68,43.04,1,0.5196490608561313,51.96
PROD00002585,Home,426.5,24.94,0,0.5196025610523602,51.96
PROD00006793,Electronics,221.69,45.65,1,0.5195530572151648,51.96
PROD00002304,Electronics,5.97,0.06,1,0.5195203839539643,51.95
PROD00009054,Electronics,394.99,12.85,0,0.5193686870219217,51.94
PROD00000894,Toys,226.34,28.94,1,0.5192559353359667,51.93
PROD00006585,Electronics,376.3,48.47,0,0.5192697209926721,51.93
PROD00006167,Toys,251.27,19.14,0,0.5191743880397784,51.92
PROD00005479,Books,250.3,19.39,0,0.519169902328198,51.92
PROD00004321,Toys,201.11,18.53,1,0.5191342395993531,51.91
PROD00000033,Home,335.28,25.37,1,0.5190208352408979,51.9
PROD00001063,Home,432.45,15.52,1,0.5189556964388851,51.9
PROD00004026,Home,246.6,2.98,1,0.5188776746832191,51.89
PROD00008439,Home,75.66,24.71,1,0.5187701860900772,51.88
PROD00008393,Electronics,454.6,41.38,1,0.5187118152887555,51.87
PROD00002106,Books,250.17,16.72,0,0.5186859638764943,51.87
PROD00002491,Books,16.58,5.96,1,0.5186540852198019,51.87
PROD00005496,Clothing,357.47,22.36,0,0.5187006283347655,51.87
PROD00006703,Books,286.83,48.29,1,0.5185838228438691,51.86
PROD00006874,Books,173.88,20.85,0,0.5184965809663349,51.85
PROD00004172,Toys,120.62,20.72,1,0.5184407127887368,51.84
PROD00004117,Home,158.76,47.17,0,0.5184432948238775,51.84
PROD00004493,Clothing,151.76,8.25,0,0.5183346512310428,51.83
PROD00009268,Clothing,192.32,21.75,1,0.5182147352053094,51.82
PROD00001371,Clothing,177.07,9.73,0,0.5179309326657467,51.79
PROD00004535,Toys,240.61,43.45,0,0.5177353030998244,51.77
PROD00004081,Clothing,25.3,14.07,1,0.5177281871733542,51.77
PROD00009633,Electronics,372.89,34.58,0,0.5176361052154296,51.76
PROD00007540,Clothing,186.07,33.68,0,0.517428291182215,51.74
PROD00006241,Books,91.71,3.69,0,0.5174261832319544,51.74
PROD00001755,Clothing,423.25,22.97,1,0.5172391339714967,51.72
PROD00005557,Toys,333.89,27.2,0,0.5171666680342951,51.72
PROD00001713,Home,42.21,11.93,1,0.517244917775946,51.72
PROD00005472,Toys,466.87,10.95,0,0.5170505316898645,51.71
